MAKE,MODEL_YR,BODY_STYLE,VEHICLE_TYPE,DRIVE_TRAIN,PRODUCTION_RELEASE,VEHICLE_CLASS,BODY_FRAME,NUM_OF_SEATING,SEAT_LOC,SEAT_LOC_COMMENTS,MIN_GROSS_WEIGHT,MAX_GROSS_WEIGHT,UPPER_BELT_ANCHORAGE,UPPER_BELT_ANCHORAGE_LOC,SEAT_BELT_PRETENSIONER,SEAT_BELT_PRETENSIONER_LOC,LOAD_LIMITERS,LOAD_LIMITERS_LOC,FRNT_BELT_INDICATOR,FRNT_BELT_LOC,REAR_BELT_INDICATOR,LATCH_REAR_POSITION,HEAD_SAB,HEAD_SAB_TYPE,HEAD_SAB_LOC,HEAD_SAB_MOUNT_LOC,HEAD_SAB_MEET_REQUIREMENTS,HEAD_SAB_DEPLOY_IN_ROLLOVER,TORSO_SAB,TORSO_SAB_TYPE,TORSO_SAB_LOC,TORSO_SAB_MOUNT_LOC,KNEE_BOLSTERS,KNEE_BOLSTERS_LOC,ADL,HEAD_RESTRAINT_IND,DYNAMIC_HEAD_RESTRAINT_IND,BETI,BLIND_SPOT_DETECTION,DAY_RUN_LIGHTS,ADAPTIVE_CRUISE_CONTROL,ABS,ARS,ARS_LOC,AUTO_CRASH_NOTIFICATION,CRASH_DATA_RECORDER,ANTI_THEFT_DEVICE,ANTI_THEFT_DEVICE_TYPE,FRNT_COLLISION_WARNING,NHTSA_FRNT_COLLISION_WARNING,NHTSA_FCW_EVALUATION,LANE_DEPARTURE_WARNING,NHTSA_LANE_DEPARTURE_WARNING,NHTSA_LDW_EVALUATION,CRASH_IMMINENT_BRAKE,NHTSA_CRASH_IMMINENT_BRAKE,NHTSA_CIB_EVALUATION,DYNAMIC_BRAKE_SUPPORT,NHTSA_DYNAMIC_BRAKE_SUPPORT,NHTSA_DBS_EVALUATION,NHTSA_ESC,PELVIS_SAB,PELVIS_SAB_TYPE,PELVIS_SAB_LOC,PELVIS_SAB_MOUNT_LOC,OVERALL_STARS,FRNT_TEST_NO,FRNT_VIN,FRNT_DRIV_STARS,FRNT_PASS_STARS,FRNT_SAFETY_CONCERN_DRIV,FRNT_SAFETY_CONCERN_PASS,FRNT_FOOT_NOTES,FRNT_FOOT_NOTES_PASS,OVERALL_FRNT_STARS,CURB_WEIGHT,FRNT_TESTED_WITH,HIC15_DRIV,CHEST_DEFL_DRIV,LEFT_FEMUR_DRIV,RIGHT_FEMUR_DRIV,NIJ_DRIV,NECK_TENS_DRIV,NET_COMP_DRIV,HIC15_PASS,CHEST_DEFL_PASS,LEFT_FEMUR_PASS,RIGHT_FEMUR_PASS,NIJ_PASS,NECK_TENS_PASS,NET_COMP_PASS,SIDE_TEST_NO,SIDE_VIN,SIDE_DRIV_STARS,SIDE_PASS_STARS,SIDE_BARRIER_STAR,COMB_FRNT_STAR,COMB_REAR_STAR,SIDE_SAFETY_CONCERN_DRIV,SIDE_SAFETY_CONCERN_PASS,SIDE_FOOT_NOTES,SIDE_FOOT_NOTES_PASS,OVERALL_SIDE_STARS,SIDE_TESTED_WITH,SIDE_HIC_36_DRIV,RIB_DEFLECTION_DRIV,ABDOMEN_FORCE_DRIV,SYMPHYSIS_FORCE_DRIV,SIDE_HIC_36_PASS,PELVIC_FORCE_PASS,POLE_TEST_NO,POLE_VIN,SIDE_POLE_STARS,POLE_SAFETY_CONCERN,POLE_FOOT_NOTES,POLE_TESTED_WITH,POLE_HIC_36_DRIV,PELVIC_FORCE,ROLLOVER_POSSIBILITY,STATIC_STABI_FACTOR,TIP,ROLL_SAFETY_CONCERN,ROLL_FOOT_NOTES,ROLLOVER_STARS,NHTSA_BACKUP_CAMERA,BACKUP_CAMERA,MODEL,YEAR_MODEL_ID
FORD,2020,SUV,MPV,4WD,1,,Uni-Body,"6,7","6=1,3,4,6,7,9 7=1,3,4,5,7,9",,5770.0,6360.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4,6,7,8",Standard,Curtain,"1,3,4,6,7,9",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,"1,3",,"1,3,4,6,7,9",,,Standard, ,,,,,Standard,Standard, ,"Passive Immobilizer, Passive Alarm",Standard,Standard,,Standard,Standard,,Standard,Standard,,Standard,Standard,,, , , , ,5.0,11053.0,1FMSK8DH1LGB70778,5.0,5.0,,,,,5.0,4411.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG,FRONTAL AIR BAG,KNEE AIR BAG",125.307,20.211,1021.006,933.332,0.26,744.583,117.598,317.535,11.41,1690.646,1799.577,0.29,830.03,571.88,11052.0,1FMSK7BHXLGB60649,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",65.322,23.38,717.816,995.788,85.927,2684.75,11051.0,1FM5K7FW9LGA90809,5.0,,"During the side pole impact test, the windshield separated from the roof, A-pillar, and lower edge","CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",287.851,2546.933,0.151,1.27,No Tip,,,4.0,,,EXPLORER,2020_EXPLORER
FORD,2020,PU/RC,TRUCK,2WD,1,,Frame-Based,"2,3","2 = 1,3; 3 = 1,2,3",,6070.0,7850.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,,Standard,Curtain,"1,3",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,, ,,"1,3",,,Optional, ,,,,,Optional,Standard, ,"Passive Immobilizer, Passive Alarm",Standard,Standard,,Standard,No,,Standard,Standard,,Standard,Standard,,, , , , ,4.0,10310.0,1FTFX1EG8JKC20767,4.0,4.0,,,,,4.0,5276.0,FRONTAL AIR BAG,298.329,24.28,2467.072,766.009,0.33,1408.371,408.551,490.867,15.128,939.117,486.621,0.41,733.549,488.929,10774.0,1FTEX1CP8KFA36325,5.0,,5.0,5.0,,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",33.704,15.267,406.352,583.292,,,10777.0,1FTEX1CP5KFA36329,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",384.103,1865.613,0.191,1.19,No Tip,,,4.0,,,F-150,2020_F-150
FORD,2020,PU/CC,TRUCK,2WD,1,,Frame-Based,"5,6","5 = 1,3,4,5,6; 6 = 1,2,3,4,5,6",,9900.0,10000.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,1,,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,, ,,"1,3,4,6",,,Optional, ,,,,,Optional,Standard, ,"Passive Immobilizer, Passive Alarm",Optional,Optional,,Optional,Optional,,Optional,Optional,,Optional,No,,, , , , ,,10714.0,1FT7W2B6XKED34181,5.0,5.0,,,,,5.0,6747.0,FRONTAL AIR BAG,143.402,21.806,935.546,1210.131,0.21,834.522,347.937,206.518,12.229,1918.012,1657.386,0.32,773.427,510.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.191,1.19,No Tip,,,4.0,,,F-250,2020_F-250
FORD,2020,PU/CC,TRUCK,2WD,1,,Frame-Based,"5,6","5 = 1,3,4,5,6; 6 = 1,2,3,4,5,6",,9900.0,14000.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,1,,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,, ,,"1,3,4,6",,,Optional, ,,,,,Optional,Standard, ,"Passive Immobilizer, Passive Alarm",Optional,Optional,,Optional,Optional,,Optional,Optional,,Optional,No,,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,F-350,2020_F-350
FORD,2020,4 DR,PC,AWD,1,,Uni-Body,5,"1,3,4,5,6", ,4500.0,5060.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,"1,3",,"1,3,4,6",,,Standard, ,,,Standard,"1,3,4,6",Standard,Standard, ,"Passive Immobilizer, Passive Alarm",Standard,Standard,,Standard,Standard,,Standard,Standard,,Standard,Standard,,, , , , ,5.0,9763.0,3FA6P0T93HR104516,5.0,3.0,,,,,4.0,3731.0,"FRONTAL AIR BAG,KNEE AIR BAG",234.438,17.47,1032.258,1573.966,0.32,1042.129,114.395,399.501,11.281,66.101,74.063,0.65,1024.483,73.601,9777.0,3FA6P0H7XHR107260,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",120.836,21.509,1194.63,1501.614,326.901,3583.426,9776.0,3FA6P0H72HR107415,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",257.817,3207.632,0.109,1.41,No Tip,,,4.0,,,FUSION,2020_FUSION
FORD,2020,2 DR,PC,RWD,1,,Frame-Based,2,"1,3", ,3770.0,3770.0,, ,Standard,"1,3",Standard,"1,3",,"1,3",,,Standard,Head/Torso,"1,3",Seat,Yes,No, , , , ,Standard,"1,3",,"1,3",,,, ,,,,,Standard,Standard, ,"Passive Immobilizer, Passive Alarm",,No,,,No,,,No,,,No,,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,GT,2020_GT
FORD,2020,C,PC,RWD,1,,Uni-Body,4,"1,3,4,6", ,4660.0,4860.0,, ,Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Head,"1,3",Seat,Yes,No,Standard,Torso/Pelvis,"1,3",Seat,Standard,"1,3",,"1,3",,,Standard, ,,,,,Standard,Standard, ,"Passive Immobilizer, Passive Alarm",Optional,Optional,,Optional,Optional,,Optional,Optional,,Optional,Optional,,, , , , ,,,,,,,,,,,3520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081,1.5771,No Tip,,,5.0,,,MUSTANG,2020_MUSTANG
FORD,2020,PU/EC,TRUCK,2WD,1,,Frame-Based,4,"1,3,4,6",,6050.0,6050.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,6",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,, ,,"1,3,4,6",,,Standard, ,,,,,Standard,Standard, ,"Passive Immobilizer, Passive Alarm",Standard,Standard,,Standard,Optional,,Standard,Standard,,Standard,No,,, , , , ,,,,,,,,,,,4468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.292,1.08,No Tip,,,3.0,,,RANGER,2020_RANGER
FORD,2020,VAN,TRUCK,RWD,1,VAN,Uni-Body,"2,3,5","2=1,3 3=1,2,3 5=1,3,4,5,6",,8670.0,11000.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,1,,,Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,, ,,"1,3",,,Standard, ,,,,,Optional,Standard, ,"Passive Immobilizer, Passive Alarm",Standard,Standard,,Optional,Optional,,Standard,Standard,,Standard,Standard,,, , , , ,,10974.0,1FBAX2Y87LKA00516,4.0,2.0,,,,,3.0,,FRONTAL AIR BAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,TRANSIT,2020_TRANSIT
FORD,2019,SUV,PC,AWD,1,SUV,uni-body,5,"1, 3, 4, 5, 6",,3979.0,4255.0,Standard,"1, 3",Standard,"1,3",Standard,"1,3",Yes,"1, 3",No,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1, 3, 4, 6",Seat,Standard,"1, 3",,"1, 3, 4, 6",,,Optional,,,,,,Optional,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",,No,,,No,,,No,,,No,,,,,,,4.0,10342.0,MAJ6P1SL6JC168606,4.0,4.0,,,,,4.0,3322.0,"FRONTAL AIR BAG,KNEE AIR BAG",250.069,27.118,2200.346,1963.333,0.36,1794.839,268.696,325.174,13.251,1463.913,1050.119,0.38,889.683,335.61,10351.0,MAJ3P1RE7JC175171,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",70.815,21.602,421.959,1499.905,194.621,3048.976,10352.0,MAJ3P1RE7JC184114,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",214.944,2442.083,0.191,1.19,No Tip,,,4.0,,,ECOSPORT,2019_ECOSPORT
FORD,2019,SUV,MPV,AWD,1,SUV,uni-body,5,"1, 3, 4, 5, 6",,5320.0,5720.0,Standard,"1, 3",Standard,"1,3",Standard,"1,3,4,6",Yes,"1, 3",No,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1, 3",Seat,Standard,"1, 3",,"1, 3, 4, 6",,,Optional,,,,,,Standard,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Standard,Standard,,Standard,Standard,,Standard,Standard,,Standard,Standard,,,,,,,5.0,10652.0,2FMPK4G92KBB14065,5.0,5.0,,,,,5.0,4134.0,"FRONTAL AIR BAG,KNEE AIR BAG",212.339,23.348,734.707,2650.634,0.22,1020.076,92.738,281.904,10.975,646.735,893.664,0.35,877.291,195.192,10653.0,2FMPK3G93KBB14053,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",83.75,27.732,844.659,853.9,103.42,2823.474,10649.0,2FMPK3G99KBB30953,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",256.908,1892.551,0.155,1.26,No Tip,,,4.0,,,EDGE,2019_EDGE
FORD,2019,SUV,MPV,AWD,1,SUV,uni-body,5,"1, 3, 4, 5, 6",,4620.0,4840.0,Standard,"1, 3",Standard,"1,3",Standard,"1,3",Yes,"1, 3",No,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1, 3",Seat,Standard,1,,"1, 3, 4, 6",,,Optional,,,,,,Standard,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Optional,Optional,,Optional,Optional,,,No,,Optional,No,,,,,,,5.0,9762.0,1FMCU9GD9HUA11237,5.0,4.0,,,,,5.0,3652.0,"FRONTAL AIR BAG,KNEE AIR BAG",198.073,17.836,883.493,1831.677,0.28,1083.79,112.363,289.588,12.708,1878.644,1073.412,0.4,968.226,376.852,7936.0,1FMCU0F77DUA20309,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",110.027,9.909,428.868,1559.554,290.132,2887.981,7935.0,1FMCU0F73DUA20310,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",356.509,3144.494,0.185,1.2,No Tip,,,4.0,,,ESCAPE,2019_ESCAPE
FORD,2019,SUV,MPV,4x2,1,SUV,body-on-frame,7 or 8," 8 = 1,3,4,5,6,7,8,9; 7 = 1,3,4,6,7,8,9",,7260.0,7500.0,Standard,"1, 3",Standard,"1,3",Standard,"1,3,4,6",Yes,"1, 3",No,"4, (5), 6",Standard,Curtain,"1, 3, 4, 6, 7, 9",Roof,Yes,Yes,Standard,Torso/Pelvis,"1, 3",Seat,No,,,"1, 3, 4, 6, 7, 9",,,Optional,,,,,,Optional,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Optional,Optional,,Optional,Optional,,Optional,Optional,,Optional,Optional,,,,,,,5.0,10320.0,1FMJK1JT5JEA10374,5.0,5.0,,,,,5.0,5755.0,FRONTAL AIR BAG,164.534,19.677,104.304,173.932,0.32,1604.781,653.646,326.24,9.478,1207.647,791.035,0.35,689.38,329.863,10344.0,1FMJU1HTXJEA12511,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",23.287,13.577,479.579,801.781,60.768,1929.778,10345.0,1FMJU1HT2JEA27021,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",133.995,2533.098,0.208,1.1645,No Tip,,,3.0,,,EXPEDITION,2019_EXPEDITION
FORD,2019,SUV,MPV,AWD,1,SUV,uni-body,6 or 7,"6 = 1,3,4,6,7,9; 7 =  1,3,4,5,6,7,9",,5980.0,6300.0,Standard,"1, 3",Standard,"1,3",Standard,"1,3,4,6",Yes,"1, 3",No,"4, 6, 9",Standard,Curtain,"1, 3, 4, 6, 7, 9",Roof,Yes,Yes,Standard,Torso/Pelvis,"1, 3",Seat,Standard,3,,"1, 3, 4, 6, 7, 9",,,Optional,,,,,,Optional,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Optional,Optional,,Optional,Optional,,,No,,Optional,No,,,,,,,5.0,7871.0,1FM5K8B87DGA12687,4.0,5.0,,,,,5.0,4633.0,"FRONTAL AIR BAG,KNEE AIR BAG",155.651,24.073,2010.043,2113.016,0.36,1358.431,308.613,208.901,11.051,1956.983,2082.221,0.31,709.374,136.612,9486.0,1FM5K7B88GGA49925,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",73.1,23.971,708.09,952.288,143.647,3170.931,9485.0,1FM5K7B88GGA75084,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",406.578,4041.518,0.174,1.22,No Tip,,,4.0,,,EXPLORER,2019_EXPLORER
FORD,2019,PU/RC,TRUCK,4x2,1,TRUCK,body-on-frame,2 or 3,"2 = 1,3; 3 = 1,2,3",,6070.0,7850.0,Standard,"1, 3",Standard,"1,3",Standard,"1,3",Yes,"1, 3",No,,Standard,Curtain,"1, 3",Roof,Yes,Yes,Standard,Torso/Pelvis,"1, 3",Seat,No,,,"1, 3",,,Optional,,,,,,Standard,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Standard,Standard,,Optional,Optional,,Standard,Standard,,Standard,Standard,,,,,,,4.0,10310.0,1FTFX1EG8JKC20767,4.0,4.0,,,,,4.0,5276.0,FRONTAL AIR BAG,298.329,24.28,2467.072,766.009,0.33,1408.371,408.551,490.867,15.128,939.117,486.621,0.41,733.549,488.929,10774.0,1FTEX1CP8KFA36325,5.0,,5.0,5.0,,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",33.704,15.267,406.352,583.292,,,10777.0,1FTEX1CP5KFA36329,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",384.103,1865.613,0.191,1.19,No Tip,,,4.0,,,F-150,2019_F-150
FORD,2019,PU/CC,TRUCK,4x2,1,TRUCK,body-on-frame,"5,6","5 = 1,3,4,5,6; 6 = 1,2,3,4,5,6",,9900.0,10000.0,Standard,"1, 3",Standard,"1,3",Standard,"1,3",Yes,1,No,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,No,Yes,Standard,Torso/Pelvis,"1, 3",Seat,No,,,"1, 3, 4, 6",,,Optional,,,,,,Optional,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Optional,Optional,,Optional,Optional,,,No,,Optional,No,,,,,,,5.0,10714.0,1FT7W2B6XKED34181,5.0,5.0,,,,,5.0,6747.0,FRONTAL AIR BAG,143.402,21.806,935.546,1210.131,0.21,834.522,347.937,206.518,12.229,1918.012,1657.386,0.32,773.427,510.748,10718.0,1FT7W2A67KED34446,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",11.594,17.527,524.138,502.221,23.228,354.285,10715.0,1FT7W2A6XKED82443,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",220.353,1887.687,0.191,1.19,No Tip,,,4.0,,,F-250,2019_F-250
FORD,2019,PU/CC,TRUCK,4x2,1,TRUCK,body-on-frame,"5,6","5 = 1,3,4,5,6; 6 = 1,2,3,4,5,6",,13000.0,14000.0,Standard,"1, 3",Standard,"1,3",Standard,"1,3",Yes,1,No,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1, 3",Seat,No,,,"1, 3, 4, 6",,,Optional,,,,,,Optional,Standard,Optional,"(a) Passive Immobilizer, Passive Alarm",Optional,Optional,,Optional,Optional,,,No,,Optional,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,F-350,2019_F-350
FORD,2019,4 DR,PC,FWD,1,PASSENGER CAR,uni-body,5,"1, 3, 4, 5, 6",,3620.0,3620.0,Standard,"1, 3",Standard,"1,3",Standard,"1,3",Yes,"1, 3",No,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1, 3",Seat,Standard,1,,"1, 3, 4, 6",,,,,,,,,Optional,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",,No,,,No,,,No,,,No,,,,,,,4.0,6996.0,3FADP4AJ8BM111431,5.0,4.0,,,,,4.0,2990.0,FRONTAL AIR BAG,147.693,20.654,1847.091,1551.843,0.25,1096.07,198.168,291.455,10.649,2418.81,1815.207,0.52,692.34,524.549,10355.0,3FADP4AJ7JM106106,4.0,4.0,4.0,4.0,4.0,,"Due to the intrusion of the left rear door during the side impact test, the interior door panel struck the torso of the rear passenger dummy, causing a high lower spine acceleration. High lower spine accelerations, in excess of 82 g's, indicate a higher likelihood of thoracic injury.",,,4.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",97.571,33.98,1094.741,1847.445,338.636,4265.36,10354.0,3FADP4AJ0JM109073,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",281.86,3199.914,0.143,1.29,No Tip,,,4.0,,,FIESTA,2019_FIESTA
FORD,2019,SUV,MPV,AWD,1,SUV,uni-body,6 or 7,"6 = 1,3,4,6,7,9; 7 =  1,3,4,5,6,7,9",,6000.0,6250.0,Standard,"1, 3",Standard,"1,3",Standard,"1,3,4,6",Yes,"1, 3",No,"4, 5, 6",Standard,Curtain,"1, 3, 4, 6, 7, 9",Roof,Yes,Yes,Standard,Torso,"1, 3",Seat,,,,"1, 3, 4, 6, 7, 9",,,Optional,,,,,,Standard,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Optional,Optional,,,No,,,No,,Optional,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.151,1.27,No Tip,,,4.0,,,FLEX,2019_FLEX
FORD,2019,4 DR,PC,AWD,1,PASSENGER CAR,uni-body,5,"1, 3, 4, 5, 6",,4430.0,5060.0,Standard,"1, 3",Standard,"1,3",Standard,"1,3,4,6",Yes,"1, 3",No,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Pelvis/Torso,"1, 3",Seat,Standard,"1, 3",,"1, 3, 4, 6",,,Optional,,,,Standard,"1,3,4,6",Standard,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Standard,Standard,,Standard,Standard,,Standard,Standard,,Standard,Standard,,,,,,,5.0,9763.0,3FA6P0T93HR104516,5.0,3.0,,,,,4.0,3731.0,"FRONTAL AIR BAG,KNEE AIR BAG",234.438,17.47,1032.258,1573.966,0.32,1042.129,114.395,399.501,11.281,66.101,74.063,0.65,1024.483,73.601,9777.0,3FA6P0H7XHR107260,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",120.836,21.509,1194.63,1501.614,326.901,3583.426,9776.0,3FA6P0H72HR107415,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",257.817,3207.632,0.109,1.41,No Tip,,,4.0,,,FUSION,2019_FUSION
FORD,2019,2 DR,PC,RWD,1,PASSENGER CAR,body-on-frame,2,"1, 3",,3770.0,3770.0,,,Standard,"1,3",Standard,"1,3",Yes,"1, 3",No,,Standard,Head/Torso ,"1, 3",Seat,Yes,No, , ,,,Standard,"1, 3",,"1, 3",,, ,,,,,,Optional,Standard,,,,No,,,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,GT,2019_GT
FORD,2019,C,PC,RWD,1,PASSENGER CAR,uni-body,4,"1, 3, 4, 6",,4660.0,4860.0,,,Standard,"1,3",Standard,"1,3",Yes,"1, 3",No,"4, 6",Standard,Head,"1, 3",Seat,Yes,No,Standard,Torso/Pelvis,"1, 3",Seat,Standard,"1, 3",,"1, 3",,,Optional,,,,,,Standard,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Optional,Optional,,Optional,Optional,,Optional,Optional,,Optional,Optional,,,,,,,,,,,,,,,,,3520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081,1.5771,No Tip,,,5.0,,,MUSTANG,2019_MUSTANG
FORD,2019,PU/CC,TRUCK,2WD,1,,Frame-Based,5,"1,3,4,5,6", ,6050.0,6050.0,Standard,"1, 3",Standard,"1,3,4,6",Standard,"1,3,4,6",Standard,"1, 3, 4, 5, 6",Yes,"4, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1, 3",Seat,, ,,"1, 3, 4, 6",,,Standard, ,,, ,,Optional,Standard, ,"a) Passive Immobilizer, Passive Alarm ",Optional,No,,Optional,No,,Standard,No,,Standard,No,,, , , , ,4.0,10816.0,1FTER4FH1KLA66428,5.0,4.0,,,,,4.0,4468.0,FRONTAL AIR BAG,137.065,19.539,3134.776,667.01,0.35,1615.022,417.041,343.582,11.991,2266.067,1277.961,0.41,858.741,485.358,10818.0,1FTER4EH6KLA70198,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",12.148,27.623,670.882,786.525,43.104,1461.594,10817.0,1FTER4EH6KLA58584,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",208.679,3036.971,0.292,1.08,No Tip,,,3.0,,,RANGER,2019_RANGER
FORD,2019,4 DR,PC,AWD,1,PASSENGER CAR,uni-body,5,"1, 3, 4, 5, 6",,5260.0,5600.0,Standard,"1, 3",Standard,"1,3",Standard,"1,3",Yes,"1, 3",No,"4, 5, 6",Standard,Curtain,"1, 3, 4, 6",Roof,Yes,Yes,Standard,Torso,"1, 3",Seat,,,,"1, 3, 4, 6",,,Optional,,,,,,Optional,Standard,Standard,"(a) Passive Immobilizer, Passive Alarm",Optional,Optional,,Optional,Optional,,,No,,Optional,No,,,,,,,5.0,7872.0,1FAHP2H87DG104671,5.0,5.0,,,,,5.0,4145.0,FRONTAL AIR BAG,182.277,19.845,303.662,307.674,0.31,1393.374,58.908,218.303,13.343,1404.415,1017.897,0.32,646.111,107.91,6965.0,1FAHP2EW8BG101634,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO AIR BAG",103.182,30.422,770.845,1498.196,283.494,4046.109,6967.0,1FAHP2EW4BG101632,5.0,,,"CURTAIN AIR BAG,TORSO AIR BAG",376.059,3306.592,0.113,1.39,No Tip,,,4.0,,,TAURUS,2019_TAURUS
